 56991  0.0613  0.2333 -0.44930
 56992  0.0591  0.2338 -0.45067
 56993  0.0570  0.2344 -0.45203
 56994  0.0549  0.2350 -0.45338
 56995  0.0528  0.2356 -0.45474
 56996  0.0506  0.2362 -0.45608
 56997  0.0485  0.2369 -0.45743
 56998  0.0465  0.2376 -0.45876
 56999  0.0444  0.2383 -0.46010
 57000  0.0423  0.2391 -0.46143
 57001  0.0403  0.2399 -0.46275
 57002  0.0382  0.2407 -0.46407
 57003  0.0362  0.2415 -0.46538
 57004  0.0342  0.2424 -0.46669
 57005  0.0322  0.2434 -0.46799
 57006  0.0302  0.2443 -0.46929
 57007  0.0282  0.2453 -0.47058
 57008  0.0263  0.2463 -0.47186
 57009  0.0243  0.2474 -0.47314
 57010  0.0224  0.2484 -0.47442
 57011  0.0205  0.2495 -0.47568
 57012  0.0187  0.2507 -0.47695
 57013  0.0168  0.2518 -0.47820
 57014  0.0150  0.2530 -0.47946
 57015  0.0131  0.2542 -0.48070
 57016  0.0113  0.2555 -0.48194
 57017  0.0096  0.2567 -0.48318
 57018  0.0078  0.2581 -0.48441
 57019  0.0061  0.2594 -0.48563
 57020  0.0044  0.2607 -0.48685
 57021  0.0027  0.2621 -0.48807
 57022  0.0010  0.2635 -0.48928
 57023 -0.0006  0.2650 -0.49048
 57024 -0.0022  0.2664 -0.49168
 57025 -0.0038  0.2679 -0.49287
 57026 -0.0053  0.2694 -0.49407
 57027 -0.0069  0.2710 -0.49525
 57028 -0.0084  0.2725 -0.49643
 57029 -0.0098  0.2741 -0.49761
 57030 -0.0113  0.2757 -0.49879
 57031 -0.0127  0.2773 -0.49996
 57032 -0.0141  0.2790 -0.50112
 57033 -0.0155  0.2806 -0.50229
 57034 -0.0168  0.2823 -0.50345
 57035 -0.0181  0.2841 -0.50461
 57036 -0.0194  0.2858 -0.50576
 57037 -0.0206  0.2875 -0.50692
 57038 -0.0218  0.2893 -0.50807
 57039 -0.0230  0.2911 -0.50922
 57040 -0.0241  0.2929 -0.51037
 57041 -0.0252  0.2948 -0.51151
 57042 -0.0263  0.2966 -0.51266
 57043 -0.0274  0.2985 -0.51380
 57044 -0.0284  0.3003 -0.51494
 57045 -0.0293  0.3022 -0.51609
 57046 -0.0303  0.3042 -0.51723
 57047 -0.0312  0.3061 -0.51837
 57048 -0.0321  0.3080 -0.51951
 57049 -0.0329  0.3100 -0.52066
 57050 -0.0337  0.3120 -0.52180
 57051 -0.0345  0.3139 -0.52295
 57052 -0.0352  0.3159 -0.52409
 57053 -0.0359  0.3180 -0.52524
 57054 -0.0366  0.3200 -0.52639
 57055 -0.0372  0.3220 -0.52754
 57056 -0.0378  0.3240 -0.52869
 57057 -0.0383  0.3261 -0.52985
 57058 -0.0388  0.3282 -0.53101
 57059 -0.0393  0.3302 -0.53217
 57060 -0.0398  0.3323 -0.53333
 57061 -0.0402  0.3344 -0.53450
 57062 -0.0405  0.3365 -0.53567
 57063 -0.0408  0.3386 -0.53685
 57064 -0.0411  0.3407 -0.53803
 57065 -0.0414  0.3428 -0.53921
 57066 -0.0416  0.3449 -0.54040
 57067 -0.0417  0.3470 -0.54159
 57068 -0.0419  0.3491 -0.54279
 57069 -0.0420  0.3513 -0.54399
 57070 -0.0420  0.3534 -0.54520
 57071 -0.0420  0.3555 -0.54641
 57072 -0.0420  0.3577 -0.54763
 57073 -0.0419  0.3598 -0.54885
 57074 -0.0418  0.3619 -0.55008
 57075 -0.0417  0.3641 -0.55131
 57076 -0.0415  0.3662 -0.55255
